News Outlet,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
@Fox,Mon Aug 06 23:17:03 +0000 2018,"A good place to start would be to familiarise yourself w/the @KaporCenter Tech Leavers study, portraying why people… https://t.co/McD9ZnlGXf",0.4404,0.146,0.0,0.854,85
@Fox,Mon Aug 06 23:17:03 +0000 2018,"The sheer ignorance of white male privilege portrayed in this tweet is a reason why there aren’t more people, espec… https://t.co/BVSYqzUU0a",0.0,0.109,0.109,0.783,86
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@patriciarealini The echo chamber of white dudes seeing tech as easy runs deep, especially at Uber lol",0.7397,0.294,0.0,0.706,87
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @KimCrayton1: “We need to destigmatize how we view and talk about privilege, and one of the best ways to do so is to raise awareness.“ #…",0.7717,0.211,0.0,0.789,88
@Fox,Mon Aug 06 23:17:03 +0000 2018,We cannot succeed at making the Web that’s welcoming towards everyone if the platform is built by the few with enou… https://t.co/scB1iuvgaJ,0.0701,0.114,0.103,0.783,89
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @Kolor_Koded_101: If you don't understand why more folks don't consider careers in tech despite ""low"" barriers to entry, great pay and b…",0.5719,0.155,0.053,0.792,90
@Fox,Mon Aug 06 23:17:03 +0000 2018,"RT @missydepino: Important facts for white allies:

If you are white, 93% of your social network is white. 

White social media users only…",0.2023,0.076,0.0,0.924,91
@Fox,Mon Aug 06 23:17:03 +0000 2018,RT @MelissaStetten: The University of Well Actually. https://t.co/nZ5NuXiVRn,0.2732,0.231,0.0,0.769,92
@Fox,Mon Aug 06 23:17:03 +0000 2018,I strongly recommend reading the recent State of Black America report that highlights disparities in White-Black an… https://t.co/xPMjqauW2e,0.5574,0.235,0.0,0.765,93
@Fox,Mon Aug 06 23:17:03 +0000 2018,Doing legitimate research for my talk about tech ethics. https://t.co/TDWpxWVyU4,0.0,0.0,0.0,1.0,94
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@bradleyfields awesome! That’s great to hear. I’d mostly use it for writing and reading, maybe some presentations i… https://t.co/8lw5cJJ5dC",0.8588,0.333,0.0,0.667,95
@Fox,Mon Aug 06 23:17:03 +0000 2018,Developer Twitter in a nutshell. https://t.co/bViM2EWxTv,0.0,0.0,0.0,1.0,96
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@glenngillen yeah, I wouldn’t use it for work. I have a personal iMac, will have a work MacBook so want this mostly… https://t.co/1DpI2lNqf1",0.4481,0.188,0.0,0.812,97
@Fox,Mon Aug 06 23:17:03 +0000 2018,I’m considering getting rid of my Macbook and using an iPad Pro for writing + travel (mostly non-work related). If… https://t.co/ioOtzJxM2V,0.0,0.0,0.0,1.0,98
@Fox,Mon Aug 06 23:17:03 +0000 2018,".@mylifeasalllly has spoken at @cssconfau 2016, and I strongly recommend you hire her if you’re looking for a front… https://t.co/RSUDyoP7h4",0.5574,0.223,0.0,0.777,99
@Fox,Mon Aug 06 23:17:03 +0000 2018,"@LukesBeard omg, these are so great! also, love her outfit 😍",0.9,0.555,0.0,0.445,100
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Kansas primary election live results https://t.co/iwTLA3g2xW,0.0,0.0,0.0,1.0,1
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Ohio special election live results
https://t.co/hLm3dgaMxf",0.4019,0.351,0.0,0.649,2
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"As customers shift to online banking, former bank branches are being reincarnated as fast-food outlets, funeral par… https://t.co/8HUKEBfW9w",-0.3612,0.0,0.128,0.872,3
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Who will win in Ohio’s 12th Congressional District? Keep this page open for live results when they come in. https://t.co/WXGs5FPSJa,0.5859,0.167,0.0,0.833,4
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Here's a look at the most important primaries in Kansas, Michigan, Missouri and Washington, and a special election… https://t.co/BeTA7c5Lqc",0.5849,0.242,0.0,0.758,5
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @nytgraphics: First results in Ohio's special election are expected at 7:45. We'll have live updates here:
https://t.co/njE3A2VhtM",0.4019,0.137,0.0,0.863,6
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Before he was a photographer, Bill Cunningham was a hat maker https://t.co/QrCuCrxkiQ",0.0,0.0,0.0,1.0,7
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/pOYyU3V8BR,0.0,0.0,0.0,1.0,8
@nytimes,Mon Aug 06 23:17:03 +0000 2018,An American couple found many moments of human kindness while cycling the world. Then came Day 369 in Tajikistan —… https://t.co/vf8PLWxjgn,0.4588,0.13,0.0,0.87,9
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @NYTLatinoNet: Tomorrow we are hosting a conversation with actress @LunaLaurenVeIez about her career, the role of Latinas in Hollywood a…",0.0,0.0,0.0,1.0,10
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"It took until this week for Boston, a city that prides itself on making history, to swear in its first African-Amer… https://t.co/SudvKlbwjA",-0.0516,0.0,0.057,0.943,11
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"As defense lawyers attacked his credibility, Rick Gates admitted to having an affair about a decade ago, but he den… https://t.co/HW8hJYZstp",-0.1406,0.114,0.093,0.793,12
@nytimes,Mon Aug 06 23:17:03 +0000 2018,American culture perpetuates a largely negative view of black fathers. This book does the exact opposite. “Fathers”… https://t.co/mSOPOVWWBj,-0.5719,0.0,0.188,0.812,13
@nytimes,Mon Aug 06 23:17:03 +0000 2018,RT @ByJamesWagner: Many baseball players consider their barbers close friends. So much so that one repeatedly flew his barber from DC to So…,0.4767,0.124,0.0,0.876,14
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Ikea is taking its brand to a whole new level as it opens its first store in India on Thursday https://t.co/kX75aigWXJ,0.0,0.0,0.0,1.0,15
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Paul Manafort is accused of laundering $18 million to pay for a lavish lifestyle in the United States. Here's how h… https://t.co/q7Io6jJgpA,0.0516,0.115,0.148,0.738,16
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"In Turkey's dispute with the United States, nationalism trumps economics, for now https://t.co/ORjy300E20",0.0258,0.17,0.164,0.667,17
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"In Opinion

Filmmaker Taylor Brodsky writes, “Do his father and I ask surgeons to drill into my son’s head and thre… https://t.co/Z7UtUpkKj5",0.0,0.0,0.0,1.0,18
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"From Siri to computer-generated models, sexy robots are all around us. And now we wonder, are actual human women st… https://t.co/PoTZkG5QPv",0.5267,0.145,0.0,0.855,19
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Would your barber travel 7,000 miles to cut your hair? For some major league stars, flying in their go-to guy for a… https://t.co/LTmO08QI9z",-0.2732,0.0,0.087,0.913,20
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Wine, Tapas, Dancing. In Spain, our 52 Places Traveler finds a tempo to match her own. “I just felt like myself.” https://t.co/fiyEHnxREF",0.3612,0.111,0.0,0.889,21
@nytimes,Mon Aug 06 23:17:03 +0000 2018,President Trump said his tariffs would raise sufficient revenue to pay down the national debt. Math is not on his s… https://t.co/HWbZJaHx8T,-0.4404,0.0,0.163,0.837,22
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @rcallimachi: 1. Twenty years ago today, al-Qaeda bombed the U.S embassies in Kenya and Tanzania, killing scores of people and inaugurat…",-0.6597,0.0,0.173,0.827,23
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Trading of Tesla shares was halted after a tweet by Elon Musk about taking the company private sent the stock price… https://t.co/eUEfcL8w3U,0.296,0.099,0.0,0.901,24
@nytimes,Mon Aug 06 23:17:03 +0000 2018,The Mendocino Complex Fire in Northern California has doubled in size in the past four days and now spans more than… https://t.co/3DaeeIBGbN,-0.34,0.0,0.103,0.897,25
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"“This is a war on free speech.” In an interview, Alex Jones said the effort to limit his access to social media pla… https://t.co/uDM3J6jIos",-0.1531,0.117,0.138,0.745,26
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"It’s another busy voting day. Here’s a look at what to watch: Ohio’s close House race, President Trump’s polarizing… https://t.co/nsyrG07Rsu",0.0,0.0,0.0,1.0,27
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"West Hollywood badly wants to remove President Trump’s star from the Hollywood Walk of Fame.
One problem: The star… https://t.co/qqOEuBlOS2",-0.4404,0.113,0.226,0.661,28
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"An Indonesian earthquake survivor dug his way out of a collapsed mosque, using only a piece of debris for 12 hours… https://t.co/0DLEOdPzNT",0.1027,0.111,0.093,0.796,29
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"In Opinion

David French, senior writer for the National Review, writes that ""tech companies don't have to rely on… https://t.co/g5uIZ34ESg",0.0,0.0,0.0,1.0,30
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Saudi Arabia’s unusually harsh response to a Canadian complaint about human rights sent a clear message: Western cr… https://t.co/heYdbk9tg7,-0.4201,0.118,0.245,0.637,31
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"California issued a scathing rebuttal to the Trump administration's plans to rollback car pollution rules, refuting… https://t.co/MhxcjDOGCL",0.0,0.0,0.0,1.0,32
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Does Ludacris just go to Atlanta-area grocery stores and buy household staples for civilians in need? According to… https://t.co/pVnl8pCK7u,0.0,0.0,0.0,1.0,33
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Robert McCulloch, the longtime prosecuting attorney who handled the investigation following Michael Brown’s death i… https://t.co/dGU508QDTV",-0.5994,0.0,0.206,0.794,34
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Rick Gates, who was long the right-hand man to Paul Manafort, is back on the stand testifying in Manafort’s trial o… https://t.co/1BfzaLjPF2",0.0,0.0,0.0,1.0,35
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"On Day 319 of a young American couple’s around-the-world biking journey, a Kazakh man stopped his truck and gave th… https://t.co/FRvIgCgGGZ",-0.2263,0.0,0.095,0.905,36
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"""I want to draw them so they are not forgotten."" A Syrian artist was jailed for her activism. Then she started sket… https://t.co/APHfQ5ODSB",-0.4404,0.053,0.131,0.816,37
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A German court convicted a mother and her boyfriend, a known pedophile, of sexually abusing her son beginning when… https://t.co/WPwtDBIUaH",-0.4588,0.0,0.158,0.842,38
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"“Not since Robert Durst and ‘The Jinx’ has a defendant done such a good job of convicting himself publicly,"" said J… https://t.co/McBrWTvQBc",0.4404,0.132,0.0,0.868,39
@nytimes,Mon Aug 06 23:17:03 +0000 2018,RT @charlie_savage: BREAKING: @knightcolumbia asks Facebook to alter terms of service so journalists &amp; researchers can create inauthentic a…,0.2732,0.104,0.0,0.896,40
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Here is a look at some ways Donald Trump Jr. may be in legal jeopardy https://t.co/mTgnhztjPY,-0.3818,0.085,0.176,0.739,41
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @nytpolitics: Rick Gates is set to resume the stand Tuesday morning in federal court, testifying in Paul Manafort’s trial on bank and ta…",0.0,0.0,0.0,1.0,42
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Hard-right Republicans see Kris Kobach as a rising political star, and by civil libertarians have clashed with him… https://t.co/hLenP6MwqY",0.0258,0.061,0.0,0.939,43
@nytimes,Mon Aug 06 23:17:03 +0000 2018,A woman who once ran an upscale New York City escort service will appear before a grand jury in the Russia investig… https://t.co/xphMmTKLYu,0.4588,0.13,0.0,0.87,44
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"""It boomerangs,"" Paul Ryan said of being too critical of President Trump. ""He goes in the other direction, so that'… https://t.co/wchwuJdUnc",-0.3182,0.0,0.103,0.897,45
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"""Black dollars matter."" Protests erupted after a brawl between black customers and Asian-American workers at a Broo… https://t.co/lY1gzUNwkk",-0.2263,0.0,0.112,0.888,46
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Apple, Google, Facebook and Spotify erased most of the posts and videos on their services from Alex Jones, thrustin… https://t.co/XKc010IyUh",0.0,0.0,0.0,1.0,47
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/XfmP2Z40U7 https://t.co/mavZB5jVrw,0.0,0.0,0.0,1.0,48
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @karenyourish: (1/2) Trump's Role in Crafting Misleading Response to Russia Meeting:
1. None.
2. Weighed in but did not dictate.
3. Dict…",-0.2144,0.0,0.078,0.922,49
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Here's a look at the most important primaries in Kansas, Michigan, Missouri and Washington, and a special election… https://t.co/CuAiTQgRPZ",0.5849,0.242,0.0,0.758,50
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Willow Creek Community Church announced that it plans to launch a new independent investigation into allegations th… https://t.co/Uu4Yr2WjBO,0.0,0.0,0.0,1.0,51
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Rick Gates testified that he knew about what the prosecutors allege is a multiyear tax and bank fraud scheme by Pau… https://t.co/wEcRA2DBFy,-0.5859,0.0,0.16,0.84,52
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A Sikh man who was recently ambushed, beaten up and told to return to his country said he believed that the very th… https://t.co/1vtdpGyYWt",-0.4215,0.0,0.113,0.887,53
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Republicans found themselves unexpectedly scrambling to hold a House seat in a special election in Ohio on Tuesday.… https://t.co/dPBrWyIYrm,0.4019,0.144,0.0,0.856,54
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"The Mendocino Complex Fire, which is burning northwest of Sacramento, has become the largest in modern state histor… https://t.co/JAv82Zml0Y",-0.34,0.0,0.118,0.882,55
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"No, this is not a printing error. When officials in Montgomery County, Maryland released information about what the… https://t.co/8fd4oYl9QL",0.015,0.11,0.108,0.782,56
@nytimes,Mon Aug 06 23:17:03 +0000 2018,He led a top-secret weapons-development unit and he was hard at work building an underground weapons factory. On Sa… https://t.co/GPRotmGAEE,-0.5106,0.0,0.202,0.798,57
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"""These attacks literally came out of the blue,” said an official of an aid group. ""We keep thinking that it cannot… https://t.co/zsY5mrTBS6",-0.4404,0.0,0.121,0.879,58
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/YAbfhfnTcO https://t.co/0bQlg2DXBB,0.0,0.0,0.0,1.0,59
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"North Korea released a South Korean citizen on Tuesday who was detained in the North last month, a rare humanitaria… https://t.co/9zXbteySUp",-0.4019,0.0,0.13,0.87,60
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"""People think twice about even buying an ice cream,"" said a shopkeeper in Tehran https://t.co/DweRy2Fq3r",0.0,0.0,0.0,1.0,61
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Students at several university campuses in Bangladesh clashed with police officers on Monday, as the government met… https://t.co/2oqGemJXIY",0.0,0.0,0.0,1.0,62
@nytimes,Mon Aug 06 23:17:03 +0000 2018,RT @nytimesworld: Two farmers from southern India become an overnight internet sensation after their entry in the Kiki Challenge dance cont…,0.0772,0.061,0.0,0.939,63
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A few hours after he had gunned down 17 of his former classmates and educators, the Parkland shooter said he no lon… https://t.co/Wg1lpPQZH7",-0.296,0.0,0.095,0.905,64
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"The government tried to ban it and cancel a talk by its founder. Now, the Hong Kong National Party is one of the ci… https://t.co/vLIHQn16Z8",-0.4404,0.092,0.191,0.717,65
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Rick Gates testified that he and Paul Manafort were involved in criminal activity together. He also said that he an… https://t.co/TA3Gx4fqor,-0.5267,0.0,0.145,0.855,66
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @nytimesworld: “Before, we lived with security,"" says an unemployed machinist in Nicaragua. ""But it exploded like a bomb.” https://t.co/…",0.3612,0.122,0.0,0.878,67
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Two Indian farmers have grooved their way to global fame by performing the Kiki Challenge alongside their oxen https://t.co/1GN4M0VDB0,0.4939,0.198,0.0,0.802,68
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A generation of Chinese is coming of age with an internet that shuts out Google, Facebook, Twitter and Instagram https://t.co/uH6W3KNOpU",0.0,0.0,0.0,1.0,69
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A fire raging in Northern California has become the largest in modern state history, the state's fire agency said https://t.co/PHrKjVgs46",-0.802,0.0,0.339,0.661,70
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @nytopinion: If capitalists are worried about what's driving the rise of socialism in America, they need to look in the mirror https://t…",-0.296,0.0,0.091,0.909,71
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Just keep swimming. Just keep swimming. Just keep swimming, swimming, swimming. https://t.co/cGBCwg6ErM",0.0,0.0,0.0,1.0,72
@nytimes,Mon Aug 06 23:17:03 +0000 2018,RT @nytimesworld: Venezuela's president has seemed to defy gravity in his ability to hang on through a string of disasters – which now incl…,-0.3182,0.089,0.139,0.772,73
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @NYTNational: In the span of less than three hours, 30 people were shot in Chicago over the weekend, an average of one every five minute…",0.0,0.0,0.0,1.0,74
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"""It’s the 'Being John Malkovich' of apps"" https://t.co/JKVmzaVQfb",0.0,0.0,0.0,1.0,75
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Mendocino Complex Fire in California Is Now Largest in Modern State History https://t.co/CBqZoJ5YuS,-0.34,0.0,0.167,0.833,76
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"No, this is not a printing error. When officials in Montgomery County, Maryland released information about what the… https://t.co/YYubbLiioz",0.015,0.11,0.108,0.782,77
@nytimes,Mon Aug 06 23:17:03 +0000 2018,RT @nytimesbusiness: Our @andrewrsorkin asks: Even at companies run by prominent women — where you would think that the glass ceiling had b…,0.3182,0.099,0.0,0.901,78
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Trump has accused California of mismanaging water to fight the wildfires. California officials disagree. ""We have p… https://t.co/8EJCf4t8aP",-0.7506,0.0,0.33,0.67,79
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Margaret Heckler, Health Secretary Ousted From Reagan’s Cabinet, Dies at 87 https://t.co/EVJTRzZHjF",0.0,0.0,0.0,1.0,80
@nytimes,Mon Aug 06 23:17:03 +0000 2018,RT @NYTStyles: Imagine accepting a [spoiler] from some guy who [spoiler] without knowing about his [spoiler]! 🌹🔪💍 https://t.co/YcOU7g0ydq,0.4389,0.153,0.0,0.847,81
@nytimes,Mon Aug 06 23:17:03 +0000 2018,The billion-dollar prison phone industry has drawn increased scrutiny in recent years. Now all calls in New York Ci… https://t.co/NEZ75WQ2oi,-0.296,0.09,0.141,0.769,82
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Paul Laxalt, U.S. Senator From Nevada and Reagan Confidant, Dies at 96 https://t.co/7bVydHkqrq",0.0,0.0,0.0,1.0,83
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @nytgraphics: A complete accounting of the shifting story on the Trump Tower Russia meeting.
https://t.co/bZmedUfGO0",0.0,0.0,0.0,1.0,84
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A top Syrian rocket scientist was killed by a car bomb this past weekend that was apparently planted by Mossad, the… https://t.co/gTVSBePiEZ",-0.7845,0.068,0.291,0.642,85
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @nytpolitics: Four years ago, Senator Rand Paul called Russia “a rogue nation” to be isolated. Now, in Moscow, he advocates “diplomacy,…",-0.3182,0.0,0.099,0.901,86
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A new tick species has arrived in the United States. For now, it's considered a greater threat to livestock than pe… https://t.co/Y7k7EHzNHB",0.2263,0.206,0.132,0.661,87
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @lauriegnyt: NEW: Willow Creek Church says it will launch a new independent investigation of Its founding pastor, Bill Hybels. Critics w…",-0.296,0.0,0.099,0.901,88
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"A generation of Chinese is coming of age with an internet that shuts out Google, Facebook, Twitter and Instagram https://t.co/W8jTmCVMGe",0.0,0.0,0.0,1.0,89
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"In the search for a missing 4-year-old boy from Georgia, the authorities raided a makeshift underground compound in… https://t.co/UvKJJj98rR",-0.296,0.0,0.121,0.879,90
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"The age women have babies varies sharply by education and geography, putting children on diverging economic paths.… https://t.co/I2dDrVHT4B",0.0,0.0,0.0,1.0,91
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @charlie_savage: President Trump said Don Jr's actions were ""totally legal"" and Jay Sekulow claimed ""nobody's pointed"" to a law he may h…",0.2006,0.079,0.0,0.921,92
@nytimes,Mon Aug 06 23:17:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/BqbPcKKqkC,0.0,0.0,0.0,1.0,93
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"In a dry area where water barely exists, these fish are making tides in biological research
https://t.co/0BXuy6V50Z",0.0,0.0,0.0,1.0,94
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"In Opinion

Op-Ed contributor Margaret Renkl writes, “Menopause has made me invisible, and I love being invisible” https://t.co/bDAHA23mRH",0.6369,0.208,0.0,0.792,95
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"RT @nytopinion: I was deeply disturbed by The Nation's decision to apologize for a poem, which threatens a value that is precious to a free…",0.2516,0.259,0.189,0.552,96
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Scientists are tackling the problem of plastic waste, seeking economical ways to alter polymers to create compostab… https://t.co/6MnMFWQQVB",-0.5267,0.093,0.243,0.664,97
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"The rate of people 65 and older filing for bankruptcy is three times what it was roughly 25 years ago, a new study… https://t.co/JS4BbPHGkd",0.0,0.0,0.0,1.0,98
@nytimes,Mon Aug 06 23:17:03 +0000 2018,"Joël Robuchon, an endlessly inventive French chef who earned a record number of Michelin stars by recasting French… https://t.co/0MoCbiyL0h",0.0772,0.071,0.0,0.929,99
@nytimes,Mon Aug 06 23:17:03 +0000 2018,RT @gettleman: You GOT to watch this. Pure joy. Indian farmers showing the world how to groove in the Kiki Challenge. https://t.co/RcIR6dJ5…,0.6249,0.203,0.0,0.797,100
